Progress,Duration..in.seconds.,Finished,ResponseId,Q_RecaptchaScore,Prolific_ID,punishmore_1,punishmore_2,parsimony_1,parsimony_2,threestrikes_1,threestrikes_2,LWOP,deathpenalty,AttnCheck1,rates_1,rates_2,fear_1,fear_2,fear_3,AttnCheck2,dueprocess_1,dueprocess_2,dueprocess_3,uncertain_1,uncertain_2,uncertain_3,uncertain_4,hate_1,hate_2,hate_3,anger_1,anger_2,exclusion_1,exclusion_2,exclusion_3,degrad_1,degrad_2,degrad_3,suffer_1,suffer_2,prisonvi_1,prisonvi_2,harsh_1,harsh_2,harsh_3,revenge_1,revenge_2,revenge_3,rwa_1,rwa_2,rwa_3,rwa_4,rwa_5,sdo_1,sdo_2,sdo_3,sdo_4,sdo_5,sdo_6,sdo_7,sdo_8,venge_1,venge_2,venge_3,venge_4,venge_5,vprone_1,vprone_2,vprone_3,vprone_4,Raceresent_1,Raceresent_2,Raceresent_3,Raceresent_4,TV_1,TV_2,TV_3,TV_4,TV_5,TV_6,TV_7,TV_8,TV_9,Sentence_1,Sentence_OpenEnd1,Sentence_OpenEnd2,age_1,gender,race,education,politid,feedback,vignette,response_order,X,X.1,X.2,punishmore_1_R,parsimony_1_R,parsimony_2_R,hate_2_R,degrad_1_R,prisonvi_1_R,prisonvi_2_R,harsh_2_R,fear_1_R,rwa_3_R,sdo_3_R,sdo_4_R,sdo_7_R,sdo_8_R,venge_1_R,venge_5_R,Raceresent_1_R,Raceresent_4_R,dueprocess_2_R,Sentence_z,punishmore_comp,parsimony_comp,threestrikes_comp,punitiveness_8item,punitiveness_8item_z,punitiveness_agg,crime_rates_comp,fear_comp,crime_concerns_agg,hatred_comp,anger_comp,emotions_agg,exclusion_comp,degradation_comp,suffering_comp,prisonvi_comp,harsh_comp,revenge_comp,hostile_agg,rwa_comp,sdo_comp,venge_comp,vprone_comp,raceresent_comp,bloodsports_comp,personality_agg,dueprocess_comp,uncertain_comp,process_agg,political_group,text1_clean,text2_clean,text_combined,text1_wordcount,text2_wordcount,text_combined_wordcount,vader1_neg,vader1_neu,vader1_pos,vader1_compound,vader2_neg,vader2_neu,vader2_pos,vader2_compound,vader_neg,vader_neu,vader_pos,vader_compound,empath_violence,empath_crime,empath_death,empath_pain,empath_suffering,empath_negative_emotion,empath_positive_emotion,empath_anger,empath_fear,empath_hate,empath_disgust,empath_sympathy,empath_help,empath_government,empath_law,empath_order,empath_power,empath_family,empath_children,empath_healing,empath_prison,empath_weapon,empath_fight,empath_kill,empath_trust,empath_achievement,just_deterrence,just_incapacitation,just_rehabilitation,just_retribution,just_norm_expression,just_revenge,just_suffering,just_degradation,just_exclusion,just_victim_focus,just_prosocial,just_dark,just_prosocial_minus_dark,zs_proportional_justice,zs_victim_closure,zs_rehabilitation_and_reform,zs_deterrence_and_prevention,zs_public_safety_and_protection,zs_societal_condemnation,zs_punishment_and_suffering,zs_revenge_and_payback,zs_prosocial_mean,zs_dark_mean,zs_prosocial_minus_dark,sim_proto_deterrence,sim_proto_incapacitation,sim_proto_rehabilitation,sim_proto_retribution,sim_proto_revenge,sim_proto_suffering,sim_proto_exclusion,sim_prosocial_mean,sim_dark_mean,sim_prosocial_minus_dark,umap_x,umap_y,cluster,bertopic_topic,facade_residual
100,522,1,R_59oJsB5QgHY033K,1.0,67e9e4a4cddd6331b90f280c,6,6,6,6,5,4,5,5,9,7,6,6,6,5,4,6,5,5,5,6,6,6,5,6,6,4,5,7,5,5,6,5,5,6,5,4,3,6,6,1,5,6,1,6,7,5,6,4,6,5,6,6,5,5,6,6,5,4,4,5,3,5,4,3,5,5,5,5,4,6,5,6,7,6,6,6,6,7,30,This was a violent robbery that escalated into a fatal attack,accountability and rehabilitation ,47,2,1,5,6,the study was good,1,514,,,,2,2,2,2,2,4,5,2,2,3,2,2,2,2,3,5,3,4,3,-0.350415439514018,4.0,2.0,4.5,3.875,-0.134287998580412,-0.242351719047215,6.5,4.33333333333333,5.2,4.33333333333333,4.5,4.4,5.66666666666667,4.0,5.5,4.5,3.0,4.0,4.375,5.2,3.625,4.2,4.25,4.25,6.5,4.53333333333333,4.66666666666667,5.75,5.28571428571429,Conservative,this was a violent robbery that escalated into a fatal attack,accountability and rehabilitation,this was a violent robbery that escalated into a fatal attack accountability and rehabilitation,11,3,14,0.568,0.432,0.0,-0.8885,0.0,1.0,0.0,0.0,0.488,0.512,0.0,-0.8885,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.973315417766571,0.9280593991279602,0.7230875492095947,0.342995285987854,0.1491069793701172,0.015497799031436443,0.004969521425664425,0.0033938970882445574,0.5471263080835342,0.004181709256954491,0.5429445988265797,0.44530687,0.5278524,0.4847904,0.5461163,0.45000207,0.4019519,0.33783847,0.5010165,0.39659747,0.10441902,9.561291,4.403597,2,0,0.11449919875648196
100,406,1,R_5HNwntvu43Uc9qk,1.0,67a671202f8d2d468aaddec7,7,1,5,6,1,1,2,5,9,4,2,6,2,3,4,2,6,1,1,3,4,1,4,4,4,3,5,2,2,3,7,6,2,1,1,5,5,2,6,1,2,2,5,2,1,6,2,2,4,2,5,6,3,2,6,7,4,2,5,4,4,5,1,2,5,6,3,3,4,5,3,5,5,4,4,5,3,5,3,he deserves jailtime,rehabilitate and remind,34,1,1,3,4,,1,513,,,,1,3,2,4,1,3,3,2,2,2,3,2,2,1,4,4,2,4,2,-2.49546865629619,1.0,2.5,1.0,2.0,-1.62104798286354,-2.05825831957987,3.0,2.33333333333333,2.6,4.0,4.0,4.0,2.33333333333333,3.0,1.0,3.0,1.66666666666667,3.0,2.375,1.8,2.375,3.8,3.25,3.0,4.25,2.96666666666667,1.66666666666667,2.25,2.0,Moderate,he deserves jailtime,rehabilitate and remind,he deserves jailtime rehabilitate and remind,3,3,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.9948986768722534,0.8060111999511719,0.8432595133781433,0.9980696439743042,0.6690077185630798,0.9276769161224365,0.38724827766418457,0.007277469616383314,0.8763088881969452,0.19726287364028394,0.6790460145566612,0.4986549,0.48896658,0.46987468,0.51953816,0.54172504,0.60258126,0.4405409,0.49425858,0.5282824,-0.03402382,11.899996,4.3272552,2,0,0.10217002625225524
100,706,1,R_3M2SAikyTMiTcKl,1.0,5e29cc3230cf9d03580c34bf,3,3,1,5,5,3,4,5,9,5,6,6,2,1,4,1,7,3,5,2,3,1,4,3,4,4,6,5,6,2,5,2,1,5,6,3,5,3,5,5,4,6,3,3,1,7,3,4,1,1,7,7,1,1,7,7,6,2,3,2,5,3,1,1,1,7,1,1,7,6,3,5,4,2,5,5,1,4,50,"Darryl killed a completely innocent woman, and a stranger, for no reason at all, and in my opinion has forfeit any right to freedom or a normal life because of this.",Removal of a dangerous and deranged person from society where he cannot harm anyone else.,36,1,1,4,2,"everything was fairly simple and straightforward, and there were no technical issues at all",1,512,,,,5,7,3,5,3,5,3,3,2,1,1,1,1,1,2,3,1,1,1,1.23851286921351,4.0,5.0,4.0,4.375,0.262181330561757,0.750347099887636,5.5,1.66666666666667,3.2,4.33333333333333,5.0,4.6,4.33333333333333,2.0,5.5,4.0,3.66666666666667,4.33333333333333,3.875,2.4,1.0,2.4,1.5,1.0,3.5,1.86666666666667,1.66666666666667,2.75,2.28571428571429,Liberal,"darryl killed a completely innocent woman, and a stranger, for no reason at all, and in my opinion has forfeit any right to freedom or a normal life because of this.",removal of a dangerous and deranged person from society where he cannot harm anyone else.,"darryl killed a completely innocent woman, and a stranger, for no reason at all, and in my opinion has forfeit any right to freedom or a normal life because of this. removal of a dangerous and deranged person from society where he cannot harm anyone else.",31,15,46,0.165,0.665,0.17,0.0498,0.164,0.686,0.15,-0.0644,0.165,0.672,0.164,-0.0147,0.021739130434782608,0.0,0.021739130434782608,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.3776406943798065,0.34821006655693054,0.026455387473106384,0.965988278388977,0.9247487783432007,0.9469936490058899,0.8642035722732544,0.08757966756820679,0.5737082846462727,0.4758916199207306,0.09781666472554207,0.34383902,0.46592122,0.39036188,0.36360252,0.41762546,0.39379752,0.4856037,0.39093116,0.4323422,-0.041411042,5.671677,-1.8529726,4,1,0.0030210460313118137
100,654,1,R_1pMQAjFlR2j4mAV,1.0,6679dc943f855ba978447c25,1,4,1,2,6,3,6,7,9,6,6,6,4,2,4,7,5,4,2,5,6,1,6,1,5,7,6,4,6,5,3,6,6,4,6,2,5,6,4,6,4,5,4,1,4,5,1,5,4,5,4,5,7,6,4,4,7,2,4,2,4,1,4,5,1,3,7,7,2,6,4,2,1,1,1,4,1,1,50,"Darryl was an obvious criminal. Perhaps he only meant to beat up Frankie and not kill him, but Frankie is dead nonetheless. Darryl does not seem to have any redeeming human qualities. He should spend the rest of his life in prison so he cannot hurt anyone else in society.",I hope this sentence will keep Darryl away from civilized society and stop him from committing further crimes. It should also be a punishment for Darryl for killing Frankie.,72,2,1,3,5,"This was an interesting study. Although Darryl did not mean to commit murder, he did, and should be imprisoned for life. Society does not need people like Darryl preying on them.",3,511,,,,7,7,6,7,5,6,3,4,2,3,4,3,4,4,1,4,5,6,3,1.38354390895301,5.5,6.5,4.5,5.75,1.35247198570272,1.36800794732786,6.0,2.66666666666667,4.0,6.0,6.5,6.2,5.0,5.66666666666667,5.0,4.5,5.33333333333333,4.33333333333333,5.0,2.8,4.625,2.6,2.75,6.25,1.0,3.46666666666667,4.66666666666667,3.5,4.0,Conservative,"darryl was an obvious criminal. perhaps he only meant to beat up frankie and not kill him, but frankie is dead nonetheless. darryl does not seem to have any redeeming human qualities. he should spend the rest of his life in prison so he cannot hurt anyone else in society.",i hope this sentence will keep darryl away from civilized society and stop him from committing further crimes. it should also be a punishment for darryl for killing frankie.,"darryl was an obvious criminal. perhaps he only meant to beat up frankie and not kill him, but frankie is dead nonetheless. darryl does not seem to have any redeeming human qualities. he should spend the rest of his life in prison so he cannot hurt anyone else in society. i hope this sentence will keep darryl away from civilized society and stop him from committing further crimes. it should also be a punishment for darryl for killing frankie.",50,29,79,0.197,0.703,0.1,-0.8004,0.255,0.599,0.145,-0.7371,0.232,0.642,0.126,-0.9361,0.05063291139240506,0.0379746835443038,0.0379746835443038,0.02531645569620253,0.02531645569620253,0.0759493670886076,0.02531645569620253,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.012658227848101266,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,0.02531645569620253,0.012658227848101266,0.012658227848101266,0.0379746835443038,0.0,0.0,0.0,0.0,0.0,0.0,0.02531645569620253,0.0,0.012658227848101266,0.0,0.0,0.0,0.02531645569620253,0.012658227848101266,0.012658227848101266,0.9883265495300293,0.9628596901893616,0.00923441257327795,0.9988883137702942,0.9794769287109375,0.9973897933959961,0.9600116014480591,0.5592226982116699,0.7439815511461347,0.7596171498298645,-0.015635598683729768,0.36564904,0.3622388,0.3280261,0.44929123,0.4495546,0.45418715,0.35107404,0.3763013,0.41827193,-0.04197064,5.6544104,0.974355,1,1,-0.008474992286956917
100,514,1,R_5y3hEPQsV16oibe,1.0,663e3cebf22215cffd238d3e,3,2,2,4,4,3,6,3,9,4,5,5,3,3,4,4,7,3,4,5,4,1,3,3,4,4,3,6,6,5,4,6,4,3,5,4,4,4,5,4,3,4,4,3,1,7,3,4,3,2,7,7,4,3,6,5,3,4,5,4,3,5,1,3,2,6,2,2,5,7,5,4,3,7,2,5,1,1,35,"Darryl had a history of violence and should suffer in prison for his wrongdoings in society. Darryl purposeful killed his girlfriend, and should be punished harshly for that crime. ",I hope this sentence will make Darryl suffer with his thoughts about what he did. I hope he has to stay in prison for the remainder of his life due to severe crime he committed. ,30,2,1,4,2,,2,510,,,169.0,5,6,4,5,4,4,4,3,3,1,1,1,2,3,5,5,2,3,1,-0.195281713746328,3.5,5.0,3.5,4.125,0.0639466659906727,-0.0656675238778275,4.5,3.0,3.6,4.0,3.5,3.8,5.66666666666667,4.66666666666667,4.0,4.0,3.66666666666667,3.66666666666667,4.3125,2.4,2.375,4.6,2.75,2.25,1.75,2.7,2.66666666666667,3.5,3.14285714285714,Liberal,"darryl had a history of violence and should suffer in prison for his wrongdoings in society. darryl purposeful killed his girlfriend, and should be punished harshly for that crime.",i hope this sentence will make darryl suffer with his thoughts about what he did. i hope he has to stay in prison for the remainder of his life due to severe crime he committed.,"darryl had a history of violence and should suffer in prison for his wrongdoings in society. darryl purposeful killed his girlfriend, and should be punished harshly for that crime. i hope this sentence will make darryl suffer with his thoughts about what he did. i hope he has to stay in prison for the remainder of his life due to severe crime he committed.",29,35,64,0.488,0.512,0.0,-0.9716,0.262,0.549,0.189,-0.6833,0.37,0.531,0.099,-0.9809,0.046875,0.0625,0.015625,0.046875,0.046875,0.015625,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.03125,0.0,0.0,0.0,0.03125,0.03125,0.0,0.9856226444244385,0.9517853856086731,0.0024827211163938046,0.9417637586593628,0.9221410751342773,0.9979497790336609,0.9984840154647827,0.8697571754455566,0.7130025498336181,0.9341205954551697,-0.22111804562155157,0.43866235,0.43432692,0.39057678,0.5176785,0.4996416,0.50767934,0.39695793,0.44531113,0.46809292,-0.02278179,6.2398543,-1.1823375,4,1,0.058619728441270225
100,428,1,R_3hgcoO6ygDZB6I9,1.0,546e3261fdf99b2bc7ebcfea,2,5,2,7,7,5,7,7,9,7,7,5,4,5,4,5,5,7,5,7,7,3,7,1,7,7,7,7,7,6,3,6,7,7,7,1,3,7,3,7,5,7,6,6,5,7,6,6,7,7,3,3,7,7,1,3,7,1,1,1,7,5,5,7,5,3,5,5,3,7,2,3,5,2,5,5,3,2,50,"I think if you murder someone in the act of committing a crime, you should never get out of prison.",He won't have the chance to hurt anyone else.,47,2,1,3,4,,1,509,,,176.0,6,6,1,7,5,7,5,5,3,1,5,5,7,5,1,1,5,5,3,1.23851286921351,5.5,3.5,6.0,5.5,1.15423732113164,1.19637509517258,7.0,4.0,5.2,7.0,7.0,7.0,6.66666666666667,6.0,7.0,6.0,6.33333333333333,6.0,6.3125,4.8,6.25,1.0,5.5,5.0,3.75,4.53333333333333,5.0,5.5,5.28571428571429,Moderate,"i think if you murder someone in the act of committing a crime, you should never get out of prison.",he won't have the chance to hurt anyone else.,"i think if you murder someone in the act of committing a crime, you should never get out of prison. he won't have the chance to hurt anyone else.",20,9,29,0.399,0.556,0.045,-0.9042,0.423,0.577,0.0,-0.6298,0.406,0.562,0.032,-0.9463,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,-0.034482758620689655,0.8872749209403992,0.29740673303604126,0.0015289904549717903,0.985226571559906,0.9372002482414246,0.972754180431366,0.9345827698707581,0.18600448966026306,0.7028076827991754,0.5602936297655106,0.14251405303366482,0.41092426,0.40982413,0.38129678,0.4903986,0.5480729,0.60179424,0.41293037,0.42311096,0.5209325,-0.09782153,10.753368,4.2711015,0,0,0.04199081874640026
100,510,1,R_3F4l2mwushPqRD0,1.0,62fbdda6e4b5a034b71296f8,1,5,1,1,7,5,7,6,9,5,5,5,4,1,4,7,5,2,2,6,5,1,7,1,7,7,7,7,7,7,4,7,4,6,6,4,7,5,4,4,6,7,7,6,4,4,7,7,7,7,1,1,7,7,1,1,2,6,6,6,2,7,4,6,7,1,7,7,1,7,4,4,7,3,7,6,6,4,50,"Darryl killed a woman he was trying to rob and she died so violently that the only acceptable punishment here would be the maximum. There were several aggravating circumstances like the robbery itself, the assault preceding the murder, and her actual horrific fall.",To keep Darryl off the street so he can't hurt anyone else and to send a message that this conduct is unacceptable.,32,1,1,2,7,"It was a reasonable length, no real complaints, decent layout, not too bubbly.",1,508,,,154.0,7,7,7,7,4,4,1,4,3,4,7,7,7,7,6,6,7,7,3,1.23851286921351,6.0,7.0,6.0,6.375,1.84805864713043,1.54328575817197,5.0,2.66666666666667,3.6,7.0,7.0,7.0,7.0,5.0,6.0,2.5,4.33333333333333,6.66666666666667,5.375,5.6,7.0,6.0,6.0,7.0,6.0,6.33333333333333,4.0,3.5,3.71428571428571,Conservative,"darryl killed a woman he was trying to rob and she died so violently that the only acceptable punishment here would be the maximum. there were several aggravating circumstances like the robbery itself, the assault preceding the murder, and her actual horrific fall.",to keep darryl off the street so he can't hurt anyone else and to send a message that this conduct is unacceptable.,"darryl killed a woman he was trying to rob and she died so violently that the only acceptable punishment here would be the maximum. there were several aggravating circumstances like the robbery itself, the assault preceding the murder, and her actual horrific fall. to keep darryl off the street so he can't hurt anyone else and to send a message that this conduct is unacceptable.",43,22,65,0.487,0.447,0.067,-0.9862,0.115,0.768,0.117,0.0102,0.388,0.532,0.08,-0.9861,0.015384615384615385,0.046153846153846156,0.0,0.015384615384615385,0.03076923076923077,0.03076923076923077,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03076923076923077,0.0,0.015384615384615385,0.0,0.0,0.0,0.03076923076923077,0.015384615384615385,0.015384615384615385,0.6284368634223938,0.3814505636692047,0.005045528989285231,0.9980877637863159,0.9961145520210266,0.9826174378395081,0.9566118121147156,0.09466152638196945,0.6569211770547554,0.5256366692483425,0.13128450780641288,0.4896922,0.438678,0.28798333,0.5674483,0.3974765,0.39152825,0.2979644,0.44595045,0.36232305,0.0836274,6.146365,-0.5839144,4,1,0.06221877839963236
100,857,1,R_6dH0QUorvQn9WRy,1.0,5c670a430d80fd00014264f9,2,4,2,7,2,3,7,5,9,3,4,3,3,2,4,4,7,2,4,1,4,2,5,3,4,4,4,6,5,4,6,4,3,5,4,4,5,6,4,3,6,5,5,5,2,7,4,4,1,1,7,7,1,1,7,7,3,2,2,2,6,6,1,4,4,5,4,4,4,6,4,6,4,3,3,4,1,2,50,It would serve as a punishment for the crime,To discourage all behavior like this,40,1,3,4,4,,3,507,,,,6,6,1,5,2,4,3,4,5,1,1,1,1,1,5,2,3,4,1,1.38354390895301,5.0,3.5,2.5,4.25,0.163063998276215,0.773303953614611,3.5,3.33333333333333,3.4,4.66666666666667,4.0,4.4,5.0,3.0,4.5,3.5,4.33333333333333,5.33333333333333,4.3125,3.2,1.0,2.6,3.75,3.75,2.5,2.56666666666667,2.33333333333333,2.75,2.57142857142857,Moderate,it would serve as a punishment for the crime,to discourage all behavior like this,it would serve as a punishment for the crime to discourage all behavior like this,9,6,15,0.489,0.511,0.0,-0.7717,0.301,0.43,0.269,-0.0772,0.413,0.478,0.109,-0.7906,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.9862850904464722,0.387478232383728,0.0005411883466877043,0.9971737265586853,0.9618405103683472,0.9957596659660339,0.8220568299293518,0.8246299028396606,0.7364601289300481,0.8233433663845062,-0.08688323745445814,0.7793831,0.6188059,0.45816043,0.68780375,0.33301872,0.44923967,0.29368764,0.6360383,0.3586487,0.27738962,9.989063,3.1394289,2,0,0.2493469027233442
100,847,1,R_5ixJE7XHIM0V4Wl,1.0,6630e55b3b999569b5a36635,3,7,1,4,7,7,7,7,9,7,7,1,6,6,4,5,3,7,4,6,6,5,7,1,7,7,7,7,7,4,1,4,7,6,7,1,7,7,1,7,4,4,4,6,7,3,6,6,6,7,3,3,7,7,3,3,4,4,5,4,3,6,5,5,4,1,7,7,1,7,4,4,4,1,4,6,1,4,50,"I gave Darryl the max and recommend it; his plan to steal turned into a kill, and though the kill was not the plan; his plan was maliciously criminal and deserves the maximum sentence in prison.",I hope he will rot and never be free again.   shame on him,45,1,4,6,7,I really enjoyed this study.  i feel crime is a big problem in The U.S. and it is getting worse.  Crime like the story I just read in this study cannot be tolerated.  Thank you for letting me participate.,1,506,,,,5,7,4,7,7,7,1,7,7,5,5,5,5,5,4,5,7,7,5,1.23851286921351,6.0,5.5,7.0,6.375,1.84805864713043,1.54328575817197,7.0,6.33333333333333,6.6,7.0,7.0,7.0,6.0,6.0,6.5,4.0,7.0,4.0,5.625,6.0,5.875,4.4,5.0,7.0,3.25,5.33333333333333,5.66666666666667,5.25,5.42857142857143,Conservative,"i gave darryl the max and recommend it his plan to steal turned into a kill, and though the kill was not the plan his plan was maliciously criminal and deserves the maximum sentence in prison.",i hope he will rot and never be free again. shame on him,"i gave darryl the max and recommend it his plan to steal turned into a kill, and though the kill was not the plan his plan was maliciously criminal and deserves the maximum sentence in prison. i hope he will rot and never be free again. shame on him",36,13,49,0.37,0.557,0.073,-0.9552,0.31,0.535,0.155,-0.4408,0.355,0.551,0.095,-0.9657,0.02040816326530612,0.04081632653061224,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.02040816326530612,0.02040816326530612,0.0,0.0,0.02040816326530612,0.04081632653061224,-0.02040816326530612,0.9752368927001953,0.9721813797950745,0.00014543959696311504,0.8638270497322083,0.4532533884048462,0.9833417534828186,0.9913042187690735,0.8664868474006653,0.5731156926085532,0.9288955330848694,-0.35577984047631617,0.2770726,0.30670863,0.2608108,0.35844445,0.3773402,0.40638018,0.3647828,0.30075914,0.3828344,-0.08207527,7.046525,-0.58663875,4,1,-0.0822761262510806
100,885,1,R_7VlNi53OM69ROIE,1.0,68114b50b766b8f5b3b6cc8e,3,5,3,5,5,1,7,6,9,7,7,4,2,4,4,2,6,5,5,2,2,1,7,1,7,7,7,5,3,5,5,6,5,5,6,5,6,2,5,6,7,5,7,6,3,6,6,6,5,5,3,5,5,5,3,5,5,3,5,3,5,7,3,6,1,6,6,7,4,7,5,3,3,5,4,5,4,2,25,"He purposely killed that man. He had to know beating someone like that and kicking them in the face would do some serious damage. Not only is he a thief, he's a killer. ",Give him some time to think about what he did and maybe he can turn his life around while he's in there. ,54,1,1,3,4,It was a very in depth study. I enjoyed it very much. Thank you,3,505,,,,5,5,3,7,3,3,2,3,4,2,5,3,5,3,3,3,2,4,2,-0.701097983997598,5.0,4.0,3.0,4.625,0.460415995132842,-0.120340994432378,7.0,3.33333333333333,4.8,7.0,7.0,7.0,4.33333333333333,4.66666666666667,5.5,2.5,3.66666666666667,6.33333333333333,4.5625,4.6,4.5,3.4,4.25,4.75,3.25,4.16666666666667,3.0,2.5,2.71428571428571,Moderate,"he purposely killed that man. he had to know beating someone like that and kicking them in the face would do some serious damage. not only is he a thief, he's a killer.",give him some time to think about what he did and maybe he can turn his life around while he's in there.,"he purposely killed that man. he had to know beating someone like that and kicking them in the face would do some serious damage. not only is he a thief, he's a killer. give him some time to think about what he did and maybe he can turn his life around while he's in there.",33,22,55,0.409,0.539,0.052,-0.9531,0.0,1.0,0.0,0.0,0.281,0.684,0.036,-0.9531,0.01818181818181818,0.0,0.01818181818181818,0.03636363636363636,0.01818181818181818,0.01818181818181818,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7553724646568298,0.3982240855693817,0.6744509935379028,0.9521286487579346,0.44026684761047363,0.758800208568573,0.8192659020423889,0.6876833438873291,0.7055547386407852,0.753474622964859,-0.04791988432407379,0.31300056,0.38121796,0.3454225,0.3842997,0.57722783,0.47323188,0.5031244,0.35598516,0.51786137,-0.1618762,10.466857,4.621882,2,0,-0.030009828824036244
